"LEVEL_ID","LOCATION_TYPE","PARENT_STATION","PLATFORM_CODE","STOP_CODE","STOP_DESC","STOP_ID","STOP_LAT","STOP_LON","STOP_NAME","STOP_TIMEZONE","STOP_URL","WHEELCHAIR_BOARDING","ZONE_ID"
"","0","","","","","10289164","52.47189171175283","31.032240509986877","ул. Макаёнка","Europe/Minsk","","0",""
"","0","","","","","10290188","52.47099461670227","31.033668279647827","ул. Макаёнка","Europe/Minsk","","0",""
"","0","","","","","10335244","52.39493704974138","31.028326272964478","ул. Международная","Europe/Minsk","","0",""
"","0","","","","","10352652","52.39427243986876","31.029009699821472","ул. Международная","Europe/Minsk","","0",""
"","0","","","","","10353676","52.40033509951954","31.022224187850952","Мясокомбинат","Europe/Minsk","","0",""
"","0","","","","","10354700","52.409340671233714","31.017568588256836","ул. Луговая","Europe/Minsk","","0",""
"","0","","","","","10355724","52.40999513804002","31.015562295913696","ул. Луговая","Europe/Minsk","","0",""
"","0","","","","","10356748","52.399829677450015","31.02317976951599","Жирокомбинат","Europe/Minsk","","0",""
"","0","","","","","10467340","52.42568916410809","31.013736248016357","площадь Ленина","Europe/Minsk","","0",""
"","0","","","","","10468364","52.42550874507563","31.01363205909729","площадь Ленина","Europe/Minsk","","0",""
"","0","","","","","10300428","52.4551283198871","31.02494966983795","Дружба","Europe/Minsk","","0",""
"","0","","","","","10301452","52.45437673975667","31.024266481399536","Дружба","Europe/Minsk","","0",""
"","0","","","","","10302476","52.45184164045908","31.024065852165222","ул.  Головацкого","Europe/Minsk","","0",""
"","0","","","","","10303500","52.450921749189334","31.023274660110474","ул. Головацкого","Europe/Minsk","","0",""
"","0","","","","","10304524","52.448341369628906","31.023094177246094","Центральная поликлиника","Europe/Minsk","","0",""
"","0","","","","","10305548","52.447471618652344","31.022354125976562","Центральная поликлиника","Europe/Minsk","","0",""
"","0","","","","","10306572","52.444421495562864","31.019704818725586","Мельников луг","Europe/Minsk","","0",""
"","0","","","","","10307596","52.44405310237351","31.018391132354736","Мельников луг","Europe/Minsk","","0",""
"","0","","","","","10287116","52.47056579589844","31.04281997680664","мкр-н ""Кленковский""","Europe/Minsk","","0",""
"","0","","","","","10288140","52.46902084350586","31.04220199584961","Микрорайон №21","Europe/Minsk","","0",""
"","0","","","","","10291212","52.46830245207974","31.039575338363647","ул. Чечерская","Europe/Minsk","","0",""
"","0","","","","","10310668","52.47024165191116","31.03582763671875","20а микрорайон","Europe/Minsk","","0",""
"","0","","","","","10317836","52.463059047064","31.03541851043701","ул. Чечерская","Europe/Minsk","","0",""
"","0","","","","","10466316","52.4687614440918","31.04170036315918","Микрорайон №21","Europe/Minsk","","0",""
"","0","","","","","4587532","52.46408828581156","31.039196968078613","Детский сад №11","Europe/Minsk","","0",""
"","0","","","","","4588556","52.466100595377945","31.0395610332489","Детский сад №11","Europe/Minsk","","0",""
"","0","","","","","506892","52.46991729736328","31.043136596679688","мкр-н ""Кленковский""","Europe/Minsk","","0",""
"","0","","","","","507916","52.47026062011719","31.04279899597168","мкр-н ""Кленковский""","Europe/Minsk","","0",""
"","0","","","","","10292236","52.47352981567383","31.028783798217773","ул. Свиридова","Europe/Minsk","","0",""
"","0","","","","","10293260","52.47280282017068","31.02982234954834","ул. Свиридова","Europe/Minsk","","0",""
"","0","","","","","10294284","52.47532097137874","31.022716999053955","Универсам ""Брянский""","Europe/Minsk","","0",""
"","0","","","","","10295308","52.475262766168214","31.023196697235107","Универсам ""Брянский""","Europe/Minsk","","0",""
"","0","","","","","10298380","52.4601375204609","31.0246319770813","Ледовый дворец","Europe/Minsk","","0",""
"","0","","","","","10299404","52.45912496575928","31.02453112602234","Ледовый дворец","Europe/Minsk","","0",""
"","0","","","","","10296332","52.467988326845344","31.020887970924377","ул. Огоренко","Europe/Minsk","","0",""
"","0","","","","","10297356","52.4691645985532","31.021252274513245","ул. Огоренко","Europe/Minsk","","0",""
"","0","","","","","10314764","52.4681730347729","31.022218704223633","ул. Огоренко","Europe/Minsk","","0",""
"","0","","","","","10316812","52.46587918290231","31.029385566711426","Храм Преображения Господня","Europe/Minsk","","0",""
"","0","","","","","10318860","52.46550750732422","31.030786514282227","Волотова","Europe/Minsk","","0",""
"","0","","","","","10319884","52.467288412938174","31.025827646255493","ул. П.Бровки","Europe/Minsk","","0",""
"","0","","","","","10320908","52.46909587196021","31.020046710968018","ул. Огоренко","Europe/Minsk","","0",""
"","0","","","","","1025036","52.46355691071192","31.034754037857056","ул. Чечерская","Europe/Minsk","","0",""
"","0","","","","","515084","52.46530982955285","31.031481504440308","Волотова приб","Europe/Minsk","","0",""
"","0","","","","","516108","52.46582547435628","31.030311703681946","Волотова отпр","Europe/Minsk","","0",""
"","0","","","","","513036","52.35770034790039","31.03070640563965","Завод ""Кристалл"" ","Europe/Minsk","","0",""
"","0","","","","","10343436","52.3581657409668","31.03047752380371","Завод ""Кристалл""","Europe/Minsk","","0",""
"","0","","","","","10646540","52.35870304230326","31.029974699020386","Завод ""Кристалл""","Europe/Minsk","","0",""
"","0","","","","","10339340","52.375718356534456","31.02956235408783","ул. 9 Мая","Europe/Minsk","","0",""
"","0","","","","","10340364","52.37077424175593","31.029661178588867","1-я школа","Europe/Minsk","","0",""
"","0","","","","","10341388","52.36796495943106","31.02975821495056","Завод ""Сантехзаготовок""","Europe/Minsk","","0",""
"","0","","","","","10342412","52.36208231430552","31.029916882514954","Завод Химических Изделий","Europe/Minsk","","0",""
"","0","","","","","10345484","52.36290193580185","31.030187129974365","Завод Химических Изделий","Europe/Minsk","","0",""
"","0","","","","","10346508","52.36801878471435","31.030012607574463","Завод ""Сантехзаготовок""","Europe/Minsk","","0",""
"","0","","","","","10347532","52.37230340048736","31.029927253723145","1-я школа","Europe/Minsk","","0",""
"","0","","","","","10336268","52.391270113772386","31.029693365097046","2-я школа","Europe/Minsk","","0",""
"","0","","","","","10337292","52.38535058338137","31.029370307922363","ул. Ленинградская","Europe/Minsk","","0",""
"","0","","","","","10338316","52.38181599543208","31.02947223186493","35-й микрорайон","Europe/Minsk","","0",""
"","0","","","","","10348556","52.37670512958811","31.029788494110107","улица ""9 Мая""","Europe/Minsk","","0",""
"","0","","","","","10349580","52.38248233869409","31.02968454360962","35-й микрорайон","Europe/Minsk","","0",""
"","0","","","","","10350604","52.3861056334365","31.02960515022278","ул. ""Ленинградская""","Europe/Minsk","","0",""
"","0","","","","","10351628","52.389784570471626","31.029857635498047","2-я школа","Europe/Minsk","","0",""
"","0","","","","","10370060","52.40461374355548","30.914485454559326","Микрорайон ""Молодёжный""","Europe/Minsk","","0",""
"","0","","","","","4312076","52.40425106664901","30.94128429889679","Технический университет ","Europe/Minsk","","0",""
"","0","","","","","4315148","52.404628713486694","30.9403239944458","Технический университет","Europe/Minsk","","0",""
"","0","","","","","251916","52.40507829696121","30.942041873931885","Технический университет","Europe/Minsk","","0",""
"","0","","","","","253964","52.405165961975754","30.941383957862854","Технический университет","Europe/Minsk","","0",""
"","0","","","","","10470412","52.40481445009256","30.905725955963135","Машиностроительный колледж","Europe/Minsk","","0",""
"","0","","","","","10372108","52.40340278580277","30.908374071121216","Солнечная","Europe/Minsk","","0",""
"","0","","","","","1056780","52.40541706338475","30.904916925964354","Машиностроительный колледж","Europe/Minsk","","0",""
"","0","","","","","1060876","52.403688229472934","30.906643390655518","Солнечная","Europe/Minsk","","0",""
"","0","","","","","11033612","52.403213412944424","30.90835189819336","Солнечная","Europe/Minsk","","0",""
"","0","","","","","505868","52.402664486212565","30.907889485359192","Солнечная","Europe/Minsk","","0",""
"","0","","","","","11361292","52.39852342602246","30.958890245246888","ул. Серегина","Europe/Minsk","","0",""
"","0","","","","","11362316","52.39882805388104","30.961310386657715","ул. Серегина","Europe/Minsk","","0",""
"","0","","","","","3962892","52.396598224700206","30.952973292160035","мкр-н ""Шведская горка""","Europe/Minsk","","0",""
"","0","","","","","10430476","52.40831251454501","30.962045431137085","ОАО ""Татьяна""","Europe/Minsk","","0",""
"","0","","","","","10431500","52.40664725073541","30.955533742904663","Мотороремонтный Завод","Europe/Minsk","","0",""
"","0","","","","","10432524","52.40581556715213","30.947469472885132","Обл. больница","Europe/Minsk","","0",""
"","0","","","","","10434572","52.405856484382475","30.949599981307983","Обл. больница","Europe/Minsk","","0",""
"","0","","","","","10435596","52.40626297096147","30.95363426208496","Мотороремонтный Завод","Europe/Minsk","","0",""
"","0","","","","","10436620","52.40869742795246","30.963857889175415","Магазин Арэса","Europe/Minsk","","0",""
"","0","","","","","4311052","52.401861900487674","30.946497559547424","ул. Братьев Лизюковых","Europe/Minsk","","0",""
"","0","","","","","4316172","52.402748273514575","30.945549249649048","ул. Братьев Лизюковых","Europe/Minsk","","0",""
"","0","","","","","1072140","52.40766566568702","30.961605548858643","ул. Карбышева","Europe/Minsk","","0",""
"","0","","","","","1073164","52.40637439195143","30.96306538581848","ул. Карбышева","Europe/Minsk","","0",""
"","0","","","","","1074188","52.404023346174625","30.964471101760864","ОАО ""Милкавита""","Europe/Minsk","","0",""
"","0","","","","","1075212","52.400779724121094","30.966623306274414","ул. Пенязькова","Europe/Minsk","","0",""
"","0","","","","","1076236","52.40011978149414","30.964820861816406","ул. Пенязькова","Europe/Minsk","","0",""
"","0","","","","","235532","52.41067919853939","30.945961997795106","Парк Фестивальный","Europe/Minsk","","0",""
"","0","","","","","10363916","52.41822375031912","30.967008352279663","Проспект Речицкий","Europe/Minsk","","0",""
"","0","","","","","10364940","52.41462161674527","30.95713472366333","Гомельоблавтотранс","Europe/Minsk","","0",""
"","0","","","","","10365964","52.41264338272124","30.951815128326416","Сквер Янки Купалы","Europe/Minsk","","0",""
"","0","","","","","10376204","52.41300104424171","30.95321011543274","ДК ""Фестивальный""","Europe/Minsk","","0",""
"","0","","","","","10377228","52.41508162849326","30.958895325660706","Гомельоблавтотранс","Europe/Minsk","","0",""
"","0","","","","","10382348","52.41970005317706","30.966814637184143","Предприятие Гомельгеодезцентр","Europe/Minsk","","0",""
"","0","","","","","10397708","52.42118938610602","30.953214690971375","Завод пусковых двигателей","Europe/Minsk","","0",""
"","0","","","","","10398732","52.42087205164492","30.95356874256134","Завод пусковых двигателей","Europe/Minsk","","0",""
"","0","","","","","10399756","52.41980878213228","30.963401720809937","Гомельский автобусный парк №1","Europe/Minsk","","0",""
"","0","","","","","10400780","52.42015229781319","30.9623502948761","Мебельная фабрика ""Прогресс""","Europe/Minsk","","0",""
"","0","","","","","10462220","52.416426966723776","30.96252202987671","Администрация Советского района","Europe/Minsk","","0",""
"","0","","","","","10274828","52.47190199330484","30.979196667671204","Завод ""Электроаппаратура""","Europe/Minsk","","0",""
"","0","","","","","10275852","52.47128649328379","30.97934317588806","Завод ""Электроаппаратура""","Europe/Minsk","","0",""
"","0","","","","","10315788","52.471576545251516","31.011382579803467","ул. Каменщикова","Europe/Minsk","","0",""
"","0","","","","","10323980","52.46794946870328","31.007660627365112","ул. Крупской","Europe/Minsk","","0",""
"","0","","","","","10325004","52.46832857108322","31.00751042366028","ул. Крупской","Europe/Minsk","","0",""
"","0","","","","","10326028","52.47216473281263","31.009226083755493","ул. Каменщикова","Europe/Minsk","","0",""
"","0","","","","","10445836","52.467210513490365","30.975725412368774","ул. Героев Подпольщиков","Europe/Minsk","","0",""
"","0","","","","","10447884","52.46668685247156","30.973814010620117","ул. Героев Подпольщиков","Europe/Minsk","","0",""
"","0","","","","","103436","52.47507861582944","30.981200859832764","САЛЕО-Гомель","Europe/Minsk","","0",""
"","0","","","","","10969100","52.4744439777213","30.979672074317932","САЛЕО-Гомель","Europe/Minsk","","0",""
"","0","","","","","10270732","52.45061384395502","30.99595022201538","Рембыттехника","Europe/Minsk","","0",""
"","0","","","","","10271756","52.45419692993164","30.99307632446289","ул. Тимофеенко","Europe/Minsk","","0",""
"","0","","","","","10278924","52.45574239071174","30.99153780937195","Свято-Троицкий храм","Europe/Minsk","","0",""
"","0","","","","","10279948","52.45178982720882","30.994613647460938","Рембыттехника","Europe/Minsk","","0",""
"","0","","","","","10311692","52.45703252776782","30.992300033569336","ул. Малайчука","Europe/Minsk","","0",""
"","0","","","","","10312716","52.45955982436933","30.995772123336792","Водоканал","Europe/Minsk","","0",""
"","0","","","","","10313740","52.4608377638376","31.00025177001953","Лицей строителей","Europe/Minsk","","0",""
"","0","","","","","10321932","52.461165752835186","31.00044584274292","Лицей строителей","Europe/Minsk","","0",""
"","0","","","","","10322956","52.45957403862857","30.995032787322998","Водоканал","Europe/Minsk","","0",""
"","0","","","","","10242060","52.43938225709692","30.985214114189148","Никольская Церковь","Europe/Minsk","","0",""
"","0","","","","","10243084","52.44057247134243","30.977941393852234","Электротехнический завод","Europe/Minsk","","0",""
"","0","","","","","10244108","52.44710595597236","30.971229195594788","ДК ""Гомсельмаш""","Europe/Minsk","","0",""
"","0","","","","","10404876","52.42436916654796","30.973907828330994","ул.Бакунина","Europe/Minsk","","0",""
"","0","","","","","10405900","52.42844011116294","30.97490906715393","ул. Котовского","Europe/Minsk","","0",""
"","0","","","","","10406924","52.43152402185525","30.97560405731201","стадион Локомотив","Europe/Minsk","","0",""
"","0","","","","","10407948","52.43798429830448","30.97752833366394","ул. Ярославская","Europe/Minsk","","0",""
"","0","","","","","10422284","52.447836184655095","30.96964430809021","ДК Гомсельмаша","Europe/Minsk","","0",""
"","0","","","","","10423308","52.43732319051786","30.977055311203003","ул. Ярославская","Europe/Minsk","","0",""
"","0","","","","","10424332","52.432181169297515","30.975555658340454","стадион Локомотив","Europe/Minsk","","0",""
"","0","","","","","10425356","52.42772653957986","30.97447371482849","ул. Котовского","Europe/Minsk","","0",""
"","0","","","","","10426380","52.423705505298805","30.973454475402832","ул. Бакунина","Europe/Minsk","","0",""
"","0","","","","","10454028","52.43947219848633","30.981721878051758","Никольская Церковь","Europe/Minsk","","0",""
"","0","","","","","10459148","52.450643270841425","30.97260880470276","универсам ""Сельмашевский""","Europe/Minsk","","0",""
"","0","","","","","10360844","52.41796709328188","30.98504614830017","3-я школа","Europe/Minsk","","0",""
"","0","","","","","10380300","52.41750607870117","30.98620867729187","3-я школа","Europe/Minsk","","0",""
"","0","","","","","10266636","52.43572877370618","31.007749557495117","фабрика 8 Марта","Europe/Minsk","","0",""
"","0","","","","","10267660","52.439134287113","31.005003809928894","универмаг Гомель","Europe/Minsk","","0",""
"","0","","","","","10268684","52.444299971065114","31.000884532928467","Университет им. Ф. Скорины","Europe/Minsk","","0",""
"","0","","","","","10269708","52.44746943813868","30.99837028980255","гостиница Турист","Europe/Minsk","","0",""
"","0","","","","","10280972","52.44595173319184","30.999225616455078","Университет им. Ф. Скорины","Europe/Minsk","","0",""
"","0","","","","","10281996","52.44049623067402","31.003493070602417","универмаг Гомель","Europe/Minsk","","0",""
"","0","","","","","10283020","52.4347038269043","31.00821876525879","Цирк","Europe/Minsk","","0",""
"","0","","","","","10285068","52.43509121188478","31.005789518356323","фабрика 8 Марта","Europe/Minsk","","0",""
"","0","","","","","10308620","52.44213976138627","31.010442852973938","ул.Чехова","Europe/Minsk","","0",""
"","0","","","","","10309644","52.44214302967158","31.00915265083313","Кондитерская Фабрика Спартак","Europe/Minsk","","0",""
"","0","","","","","10455052","52.43831905750016","30.99654459953308","ул. Полесская","Europe/Minsk","","0",""
"","0","","","","","10456076","52.43809616826566","30.996334314346313","ул. Полесская","Europe/Minsk","","0",""
"","0","","","","","10457100","52.43788856473994","31.002646446228027","ул. Рогачёвская","Europe/Minsk","","0",""
"","0","","","","","10458124","52.438281458368515","31.003543376922607","ул. Рогачёвская","Europe/Minsk","","0",""
"","0","","","","","10362892","52.41877198075596","30.976633071899414","кинотеатр ""Октябрь""","Europe/Minsk","","0",""
"","0","","","","","10378252","52.41849295106654","30.970359802246094","пр-д Куйбышеский","Europe/Minsk","","0",""
"","0","","","","","10379276","52.418328946444184","30.977888345718384","кинотеатр ""Октябрь""","Europe/Minsk","","0",""
"","0","","","","","10403852","52.42068946974832","30.973000526428223","Военкомат","Europe/Minsk","","0",""
"","0","","","","","10427404","52.41999154816296","30.972475290298462","Военкомат","Europe/Minsk","","0",""
"","0","","","","","10428428","52.41738025476775","30.97193193435669","ул. Чкалова","Europe/Minsk","","0",""
"","0","","","","","10429452","52.41107891610437","30.969772338867188","проспект Октября","Europe/Minsk","","0",""
"","0","","","","","10437644","52.41206125583729","30.97086477279663","ул. Быховская","Europe/Minsk","","0",""
"","0","","","","","10438668","52.41791189306954","30.972326517105103","ул.Чкалова","Europe/Minsk","","0",""
"","0","","","","","10408972","52.4550258853377","30.960676431655884","ул. Ефремова","Europe/Minsk","","0",""
"","0","","","","","10409996","52.456796357689896","30.95810580253601","ул. Осипова","Europe/Minsk","","0",""
"","0","","","","","10411020","52.458744049072266","30.953140258789062","Молодежная","Europe/Minsk","","0",""
"","0","","","","","10421260","52.457889556884766","30.95402717590332","Молодежная","Europe/Minsk","","0",""
"","0","","","","","10441740","52.45685632597137","30.96173596382141","Пожарная Часть","Europe/Minsk","","0",""
"","0","","","","","10442764","52.45747101946579","30.962175130844116","Пожарная часть","Europe/Minsk","","0",""
"","0","","","","","10443788","52.45985309733102","30.96634030342102","ул. Фадеева","Europe/Minsk","","0",""
"","0","","","","","10444812","52.460724383333755","30.96656370162964","ул. Фадеева","Europe/Minsk","","0",""
"","0","","","","","10449932","52.45973216685407","30.964956998825073","ул. Фадеева","Europe/Minsk","","0",""
"","0","","","","","1188876","52.46231689911253","30.9687397480011","Завод самоходных комбайнов приб","Europe/Minsk","","0",""
"","0","","","","","10262540","52.42796341408191","31.00112020969391","ул. Карповича","Europe/Minsk","","0",""
"","0","","","","","10284044","52.431092946878074","31.010662317276","ул. Жарковского","Europe/Minsk","","0",""
"","0","","","","","10265612","52.43226825012696","31.010177850723267","Цирк","Europe/Minsk","","0",""
"","0","","","","","10358796","52.429092424395364","30.99867033958435","ул. Карповича","Europe/Minsk","","0",""
"","0","","","","","10463244","52.433692932128906","31.002235412597656","БелГУТ","Europe/Minsk","","0",""
"","0","","","","","10464268","52.433772136463936","31.00104522705078","БелГУТ","Europe/Minsk","","0",""
"","0","","","","","10276876","52.465550036032504","30.983866691589355","Горэлектротранспорт","Europe/Minsk","","0",""
"","0","","","","","10273804","52.46519002720745","30.98444962501526","Горэлектротранспорт","Europe/Minsk","","0",""
"","0","","","","","10277900","52.46271833685864","30.986089944839478","ул. Чонгарской дивизии","Europe/Minsk","","0",""
"","0","","","","","10272780","52.46127431082833","30.98751723766327","ул. Чонгарской дивизии","Europe/Minsk","","0",""
"","0","","","","","10448908","52.46301316002428","30.969112396240234","Завод самоходных комбайнов","Europe/Minsk","","0",""
"","0","","","","","10450956","52.45813313032532","30.970764875411987","ул. Чапаева","Europe/Minsk","","0",""
"","0","","","","","10451980","52.45546942832759","30.975029945373535","ул. Богданова","Europe/Minsk","","0",""
"","0","","","","","10460172","52.454890664448385","30.978368997573853","Больница","Europe/Minsk","","0",""
"","0","","","","","10461196","52.45798381823731","30.971768379211426","ул.Чапаева","Europe/Minsk","","0",""
"","0","","","","","10659852","52.462678076760646","30.96899700164795","Завод самоходных комбайнов","Europe/Minsk","","0",""
"","0","","","","","2691084","52.46301961003266","30.969565868377686","Завод самоходных комбайнов отпр","Europe/Minsk","","0",""
"","0","","","","","10286092","52.4180793762207","31.002017974853516","Институт Гомельпроект","Europe/Minsk","","0",""
"","0","","","","","10334220","52.419540942220024","31.003295063972473","ЗИП","Europe/Minsk","","0",""
"","0","","","","","10344460","52.4233914869406","31.007365226745605","Предприятие ""СтанкоГомель""","Europe/Minsk","","0",""
"","0","","","","","10332172","52.42476552542997","31.008421421051025","Коминтерн","Europe/Minsk","","0",""
"","0","","","","","10263564","52.425815027412824","31.00691831111908","ул. Крестьянская","Europe/Minsk","","0",""
"","0","","","","","10357772","52.42601884844273","31.006913661956787","ул. Крестьянская","Europe/Minsk","","0",""
"","0","","","","","10359820","52.41647978560201","30.996337175369263","ул. Барыкина","Europe/Minsk","","0",""
"","0","","","","","10361868","52.41676045929278","30.996952056884766","ул. Барыкина","Europe/Minsk","","0",""
"","0","","","","","10260492","52.43167908230181","30.99295401573181","Вокзал","Europe/Minsk","","0",""
"","0","","","","","10465292","52.43211084735479","30.995133638381958","магазин""Медтехника""","Europe/Minsk","","0",""
"","0","","","","","4290572","52.431974673075175","30.99593937397003","Вокзал","Europe/Minsk","","0",""
"","0","","","","","10867724","52.432094370064334","30.99641191959381","Вокзал ","Europe/Minsk","","0",""
"","0","","","","","518156","52.43160625925705","30.992432594299316","Вокзал","Europe/Minsk","","0",""
"","0","","","","","10420236","52.4621604761056","30.948130130767822","Автоцентр ""Рено""","Europe/Minsk","","0",""
"","0","","","","","10412044","52.46320605606175","30.94737446308136","Автоцентр ""Рено""","Europe/Minsk","","0",""
"","0","","","","","10245132","52.4506772830883","30.96609628200531","Стадион ""Гомсельмаш""","Europe/Minsk","","0",""
"","0","","","","","10453004","52.45129122874251","30.967828273773193","проспект Космонавтов","Europe/Minsk","","0",""
"","0","","","","","10241036","52.45241329855374","30.96351993083954","Стадион ""Гомсельмаш""","Europe/Minsk","","0",""
"","0","","","","","10390540","52.43194438612792","30.87954020500183","Предприятие ""Спецпромавтоматика""","Europe/Minsk","","0",""
"","0","","","","","10391564","52.43174160159307","30.879690408706665","Транспортный цех","Europe/Minsk","","0",""
"","0","","","","","10392588","52.43308251979399","30.874240159988403","Первое гомельское монтажное управление","Europe/Minsk","","0",""
"","0","","","","","10393612","52.43286011939989","30.874519109725952","Первое гомельское монтажное управление","Europe/Minsk","","0",""
"","0","","","","","502796","52.4343325608534","30.86904263496399","Химзавод приб","Europe/Minsk","","0",""
"","0","","","","","503820","52.434435004910625","30.867947697639465","Химзавод отпр","Europe/Minsk","","0",""
"","0","","","","","10387468","52.43076692629571","30.884872436523438","Дорожник","Europe/Minsk","","0",""
"","0","","","","","10389516","52.43030247360886","30.886245727539062","Дорожник","Europe/Minsk","","0",""
"","0","","","","","10469388","52.420204744509554","30.892753839492798","Радиозавод","Europe/Minsk","","0",""
"","0","","","","","10471436","52.41196770599818","30.89970111846924","ДСК","Europe/Minsk","","0",""
"","0","","","","","10640396","52.41983389160273","30.89272105693817","Радиозавод","Europe/Minsk","","0",""
"","0","","","","","10641420","52.411533248509485","30.89969105822754","ДСК","Europe/Minsk","","0",""
"","0","","","","","248844","52.42656897674238","30.890595839309693","Радиозавод","Europe/Minsk","","0",""
"","0","","","","","249868","52.42686327521095","30.89129400253296","Радиозавод","Europe/Minsk","","0",""
"","0","","","","","10384396","52.42582148830549","30.923784255981445","ул. Борисенко","Europe/Minsk","","0",""
"","0","","","","","10386444","52.42743682861328","30.905546188354492","Энергосбыт","Europe/Minsk","","0",""
"","0","","","","","10394636","52.427154541015625","30.90715789794922","Электросети","Europe/Minsk","","0",""
"","0","","","","","10395660","52.42565155029297","30.923486709594727","Пограничная группа","Europe/Minsk","","0",""
"","0","","","","","10401804","52.424905564246444","30.9305983045578","ул. Войсковая","Europe/Minsk","","0",""
"","0","","","","","256012","52.426395781541686","30.914745569229126","Центролит","Europe/Minsk","","0",""
"","0","","","","","257036","52.42685055889906","30.91304612159729","Центролит","Europe/Minsk","","0",""
"","0","","","","","10417164","52.456424713134766","30.919763565063477","ЗЛиН","Europe/Minsk","","0",""
"","0","","","","","10866700","52.45657237428524","30.919779539108276","ЗЛиН","Europe/Minsk","","0",""
"","0","","","","","10383372","52.42303189520941","30.94420313835144","ул. Сосновая","Europe/Minsk","","0",""
"","0","","","","","10396684","52.42289359133573","30.943492889404297","ул. Сосновая","Europe/Minsk","","0",""
"","0","","","","","10402828","52.424362542922324","30.93335025100708","ул. Войсковая","Europe/Minsk","","0",""
"","0","","","","","10413068","52.4633897555945","30.941885948181152","ТЦ ""Ома""","Europe/Minsk","","0",""
"","0","","","","","10419212","52.46343539642074","30.942830562591553","ТЦ ""Ома""","Europe/Minsk","","0",""
"","0","","","","","10414092","52.46093471394828","30.934083461761475","универсам Облторгсоюза","Europe/Minsk","","0",""
"","0","","","","","10415116","52.45901492077262","30.927630066871643","Стройматериалы","Europe/Minsk","","0",""
"","0","","","","","10416140","52.459122786724826","30.928799510002136","Стройматериалы","Europe/Minsk","","0",""
"","0","","","","","10418188","52.46110205002317","30.935188055038452","универсам Облторгсоюза","Europe/Minsk","","0",""
"","0","","","","","10369036","52.40551591096591","30.918869018554688","Гипермаркет","Europe/Minsk","","0",""
"","0","","","","","10373132","52.40552189244359","30.92005217075348","Микрорайон ""Давыдовка""","Europe/Minsk","","0",""
"","0","","","","","10433548","52.406402587890625","30.93611717224121","Торгово-экономический университет","Europe/Minsk","","0",""
"","0","","","","","10371084","52.40689430188048","30.925813243675233","Микрорайон ""Речицкий""","Europe/Minsk","","0",""
"","0","","","","","10374156","52.40701757946701","30.92755937576294","Рынок ""Давыдовский""","Europe/Minsk","","0",""
"","0","","","","","10368012","52.40848490875001","30.93398118019104","Торговый дом ""Речицкий""","Europe/Minsk","","0",""
"","0","","","","","10375180","52.40865868061011","30.935754895210266","Технический Университет им. Сухого","Europe/Minsk","","0",""
"","0","","","","","245772","52.40553062665801","30.944029211997986","Технический университет","Europe/Minsk","","0",""
"","0","","","","","254988","52.41048734111463","30.943289637565613","Парк Фестивальный (отпр)","Europe/Minsk","","0",""
